#现代汉语语料库汉字频率表,,,,
#语料规模:2000万字,,,,
#只列入出现次数大于5次的字,,,,
#下载自www.cncorpus.org语料库在线网站,,,,
,,,,
,,,,
id,汉字,出现次数,频率（%）,累积频率（%）
4383,氩,28,0.0002,99.87190000000044
4384,昕,28,0.0002,99.87290000000047
4385,辍,28,0.0002,99.87310000000048
4386,侬,28,0.0002,99.87330000000048
4387,诋,28,0.0002,99.87350000000049
4388,崴,28,0.0002,99.87470000000053
4389,荠,28,0.0002,99.8737000000005
4390,蹩,28,0.0002,99.8739000000005
4391,荟,28,0.0002,99.87410000000051
4392,轶,28,0.0002,99.87430000000052
4393,豢,28,0.0002,99.87450000000052
4394,窸,28,0.0002,99.87150000000042
4395,蛊,28,0.0002,99.87270000000046
4396,丕,28,0.0002,99.87230000000045
4397,搽,28,0.0002,99.87130000000042
4398,腈,28,0.0002,99.86950000000036
4399,蜃,28,0.0002,99.86970000000036
4400,坩,28,0.0002,99.86990000000037
4401,阙,28,0.0002,99.87010000000038
4402,涓,28,0.0002,99.87030000000038
4403,嗵,28,0.0002,99.87050000000039
4404,羲,28,0.0002,99.8707000000004
4405,筵,28,0.0002,99.8709000000004
4406,骈,28,0.0002,99.87170000000043
4407,呸,28,0.0002,99.87110000000041
4408,轱,28,0.0002,99.86930000000035
4409,稞,27,0.0002,99.87710000000061
4410,砝,27,0.0002,99.8799000000007
4411,訇,27,0.0002,99.87770000000063
4412,嶂,27,0.0002,99.87810000000064
4413,痈,27,0.0002,99.87750000000062
4414,埚,27,0.0002,99.87830000000065
4415,蛆,27,0.0002,99.87850000000066
4416,雯,27,0.0002,99.87870000000066
4417,垭,27,0.0002,99.87890000000067
4418,牍,27,0.0002,99.87910000000068
4419,徭,27,0.0002,99.87930000000068
4420,怵,27,0.0002,99.87950000000069
4421,荞,27,0.0002,99.8797000000007
4422,迤,27,0.0002,99.87790000000064
4423,脍,27,0.0002,99.8769000000006
4424,趔,27,0.0002,99.87510000000054
4425,涪,27,0.0002,99.87530000000055
4426,荼,27,0.0002,99.87550000000056
4427,孛,27,0.0002,99.87570000000056
4428,踹,27,0.0002,99.87590000000057
4429,嵘,27,0.0002,99.87610000000058
4430,俸,27,0.0002,99.87630000000058
4431,赭,27,0.0002,99.87730000000062
4432,滁,27,0.0002,99.8767000000006
4433,潴,27,0.0002,99.87490000000054
4434,徕,27,0.0002,99.87650000000059
4435,泮,26,0.0002,99.88690000000094
4436,剽,26,0.0002,99.88370000000083
4437,殓,26,0.0002,99.88390000000084
4438,钗,26,0.0002,99.88410000000084
4439,霰,26,0.0002,99.88430000000085
4440,阪,26,0.0002,99.88470000000086
4441,杞,26,0.0002,99.88490000000087
4442,枸,26,0.0002,99.88510000000088
4443,牒,26,0.0002,99.8859000000009
4444,懿,26,0.0002,99.88670000000093
4445,镌,26,0.0002,99.88650000000092
4446,铛,26,0.0002,99.88630000000092
4447,绉,26,0.0002,99.88610000000091
4448,芩,26,0.0002,99.88530000000088
4449,疵,26,0.0002,99.8857000000009
4450,孪,26,0.0002,99.88310000000081
4451,鲑,26,0.0002,99.88550000000089
4452,扪,26,0.0002,99.88350000000082
4453,窣,26,0.0002,99.88450000000086
4454,埝,26,0.0002,99.88050000000072
4455,飕,26,0.0002,99.88070000000073
4456,瓠,26,0.0002,99.88090000000074
4457,壬,26,0.0002,99.88110000000074
4458,婊,26,0.0002,99.88130000000075
4459,铡,26,0.0002,99.88150000000076
4460,饯,26,0.0002,99.88030000000072
4461,猬,26,0.0002,99.88170000000076
4462,诂,26,0.0002,99.88190000000077
4463,祗,26,0.0002,99.88210000000078
4464,湄,26,0.0002,99.88230000000078
4465,濂,26,0.0002,99.88250000000079
4466,瀛,26,0.0002,99.8829000000008
4467,茜,26,0.0002,99.88010000000071
4468,睽,26,0.0002,99.8827000000008
4469,锉,26,0.0002,99.88330000000082
4470,娑,25,0.0002,99.89250000000112
4471,撷,25,0.0002,99.89230000000111
4472,髅,25,0.0002,99.8919000000011
4473,旯,25,0.0002,99.89210000000111
4474,锷,25,0.0002,99.89010000000104
4475,椽,25,0.0002,99.89050000000105
4476,斫,25,0.0002,99.88770000000096
4477,琛,25,0.0002,99.89270000000113
4478,卞,25,0.0002,99.88750000000095
4479,蹉,25,0.0002,99.88790000000097
4480,璀,25,0.0002,99.88810000000097
4481,邝,25,0.0002,99.88830000000098
4482,裟,25,0.0002,99.88850000000099
4483,袈,25,0.0002,99.888700000001
4484,垓,25,0.0002,99.888900000001
4485,珧,25,0.0002,99.88730000000095
4486,铠,25,0.0002,99.88910000000101
4487,钎,25,0.0002,99.88930000000101
4488,铯,25,0.0002,99.88950000000102
4489,囡,25,0.0002,99.88970000000103
4490,橹,25,0.0002,99.88990000000103
4491,啻,25,0.0002,99.8917000000011
4492,蓑,25,0.0002,99.89030000000105
4493,恻,25,0.0002,99.88710000000094
4494,芷,25,0.0002,99.89070000000106
4495,剁,25,0.0002,99.89090000000107
4496,旮,25,0.0002,99.89110000000107
4497,霾,25,0.0002,99.89130000000108
4498,阗,25,0.0002,99.89150000000109
4499,悒,24,0.0002,99.89330000000115
4500,媾,24,0.0002,99.89350000000115
4501,桕,24,0.0002,99.89370000000116
4502,蹶,24,0.0002,99.89390000000117
4503,奘,24,0.0002,99.89590000000123
4504,仃,24,0.0002,99.89290000000113
4505,嗝,24,0.0002,99.8949000000012
4506,梿,24,0.0002,99.89530000000121
4507,氅,24,0.0002,99.89550000000122
4508,腴,24,0.0002,99.89570000000123
4509,佝,24,0.0002,99.89510000000121
4510,迳,24,0.0002,99.89630000000125
4511,擀,24,0.0002,99.89930000000135
4512,町,24,0.0002,99.89670000000126
4513,莼,24,0.0002,99.89610000000124
4514,磬,24,0.0002,99.89710000000127
4515,绺,24,0.0002,99.89730000000128
4516,哐,24,0.0002,99.89750000000129
4517,宕,24,0.0002,99.89910000000134
4518,孀,24,0.0002,99.8977000000013
4519,柘,24,0.0002,99.8979000000013
4520,咫,24,0.0002,99.8981000000013
4521,鄱,24,0.0002,99.89830000000131
4522,诿,24,0.0002,99.89850000000132
4523,蜈,24,0.0002,99.89870000000133
4524,弭,24,0.0002,99.89890000000133
4525,垩,24,0.0002,99.89690000000127
4526,恸,24,0.0002,99.89430000000118
4527,筲,24,0.0002,99.8947000000012
4528,姣,24,0.0002,99.89310000000114
4529,踝,24,0.0002,99.89650000000125
4530,蚣,24,0.0002,99.89410000000117
4531,睨,24,0.0002,99.89450000000119
4532,旌,23,0.0001,99.9007000000014
4533,谲,23,0.0001,99.90030000000138
4534,饬,23,0.0001,99.90010000000137
4535,a,23,0.0001,99.90000000000137
4536,鸨,23,0.0001,99.89990000000137
4537,陲,23,0.0001,99.89980000000136
4538,洵,23,0.0001,99.89970000000136
4539,璜,23,0.0001,99.89960000000136
4540,氘,23,0.0001,99.89950000000135
4541,杳,23,0.0001,99.89940000000135
4542,浚,23,0.0001,99.90060000000139
4543,锟,23,0.0001,99.90210000000144
4544,牯,23,0.0001,99.90200000000144
4545,痂,23,0.0001,99.90140000000142
4546,戾,23,0.0001,99.90190000000143
4547,麒,23,0.0001,99.90180000000143
4548,镉,23,0.0001,99.90170000000143
4549,绀,23,0.0001,99.90160000000142
4550,痣,23,0.0001,99.90150000000142
4551,忪,23,0.0001,99.90220000000144
4552,黏,23,0.0001,99.90130000000141
4553,囵,23,0.0001,99.90120000000141
4554,颦,23,0.0001,99.9011000000014
4555,赊,23,0.0001,99.9010000000014
4556,蟠,23,0.0001,99.90050000000139
4557,癸,23,0.0001,99.9009000000014
4558,劾,23,0.0001,99.90020000000138
4559,胯,23,0.0001,99.9008000000014
4560,鲟,23,0.0001,99.90040000000138
4561,赕,22,0.0001,99.9040000000015
4562,夥,22,0.0001,99.9041000000015
4563,踅,22,0.0001,99.90420000000151
4564,袤,22,0.0001,99.90430000000151
4565,佚,22,0.0001,99.90440000000152
4566,抻,22,0.0001,99.90560000000156
4567,疥,22,0.0001,99.90460000000152
4568,涔,22,0.0001,99.9039000000015
4569,罹,22,0.0001,99.90480000000153
4570,囫,22,0.0001,99.90490000000153
4571,黜,22,0.0001,99.90370000000149
4572,辊,22,0.0001,99.90500000000154
4573,碓,22,0.0001,99.90450000000152
4574,龋,22,0.0001,99.90510000000154
4575,虻,22,0.0001,99.90520000000154
4576,璞,22,0.0001,99.90530000000155
4577,谩,22,0.0001,99.90540000000155
4578,蹓,22,0.0001,99.90550000000155
4579,孬,22,0.0001,99.90470000000153
4580,訢,22,0.0001,99.90360000000149
4581,愠,22,0.0001,99.90280000000146
4582,馥,22,0.0001,99.90260000000146
4583,膑,22,0.0001,99.90290000000147
4584,砥,22,0.0001,99.90240000000145
4585,洱,22,0.0001,99.90230000000145
4586,菖,22,0.0001,99.90250000000145
4587,咣,22,0.0001,99.90300000000147
4588,栎,22,0.0001,99.90310000000147
4589,鲮,22,0.0001,99.9038000000015
4590,绾,22,0.0001,99.90330000000148
4591,嗟,22,0.0001,99.90270000000146
4592,缈,22,0.0001,99.90340000000148
4593,骷,22,0.0001,99.90350000000149
4594,d,22,0.0001,99.90320000000148
4595,崮,21,0.0001,99.9071000000016
4596,稷,21,0.0001,99.90740000000162
4597,邕,21,0.0001,99.9070000000016
4598,邛,21,0.0001,99.90580000000156
4599,猷,21,0.0001,99.9069000000016
4600,咩,21,0.0001,99.90600000000157
4601,莠,21,0.0001,99.90670000000159
4602,秫,21,0.0001,99.90750000000162
4603,揄,21,0.0001,99.90650000000159
4604,纨,21,0.0001,99.90640000000158
4605,砻,21,0.0001,99.90630000000158
4606,帧,21,0.0001,99.90810000000164
4607,鹄,21,0.0001,99.90620000000158
4608,揶,21,0.0001,99.9068000000016
4609,漕,21,0.0001,99.90610000000157
4610,颉,21,0.0001,99.90660000000159
4611,嬗,21,0.0001,99.90830000000165
4612,酪,21,0.0001,99.90910000000167
4613,镓,21,0.0001,99.90900000000167
4614,胄,21,0.0001,99.90890000000167
4615,蝼,21,0.0001,99.90880000000166
4616,顼,21,0.0001,99.90870000000166
4617,蓓,21,0.0001,99.90860000000166
4618,豺,21,0.0001,99.90720000000161
4619,奁,21,0.0001,99.90570000000156
4620,钋,21,0.0001,99.90590000000157
4621,鏖,21,0.0001,99.90730000000161
4622,徇,21,0.0001,99.90770000000163
4623,窕,21,0.0001,99.90780000000163
4624,噌,21,0.0001,99.90790000000163
4625,钍,21,0.0001,99.90800000000164
4626,闩,21,0.0001,99.90920000000168
4627,榭,21,0.0001,99.90820000000164
4628,忒,21,0.0001,99.90760000000162
4629,塍,21,0.0001,99.90840000000165
4630,栾,21,0.0001,99.90850000000165
4631,巯,20,0.0001,99.9101000000017
4632,绌,20,0.0001,99.91020000000171
4633,疖,20,0.0001,99.91030000000171
4634,嘭,20,0.0001,99.91040000000172
4635,洮,20,0.0001,99.91050000000172
4636,甙,20,0.0001,99.91060000000172
4637,瓤,20,0.0001,99.91070000000173
4638,鸪,20,0.0001,99.91080000000173
4639,鹧,20,0.0001,99.91090000000173
4640,昶,20,0.0001,99.91100000000174
4641,飓,20,0.0001,99.91110000000174
4642,锲,20,0.0001,99.91120000000174
4643,盥,20,0.0001,99.9128000000018
4644,窈,20,0.0001,99.91140000000175
4645,靼,20,0.0001,99.9100000000017
4646,颛,20,0.0001,99.91160000000176
4647,浔,20,0.0001,99.91170000000176
4648,荥,20,0.0001,99.91180000000176
4649,呤,20,0.0001,99.91190000000176
4650,臾,20,0.0001,99.91200000000177
4651,颔,20,0.0001,99.91210000000177
4652,煜,20,0.0001,99.91220000000177
4653,鞣,20,0.0001,99.91230000000178
4654,咤,20,0.0001,99.91240000000178
4655,舨,20,0.0001,99.90940000000168
4656,猥,20,0.0001,99.91250000000178
4657,喁,20,0.0001,99.91130000000175
4658,唑,20,0.0001,99.91260000000179
4659,蠡,20,0.0001,99.91270000000179
4660,搡,20,0.0001,99.91150000000175
4661,煅,20,0.0001,99.90930000000168
4662,淄,20,0.0001,99.9099000000017
4663,摺,20,0.0001,99.9098000000017
4664,兖,20,0.0001,99.90970000000169
4665,峥,20,0.0001,99.90960000000169
4666,呲,20,0.0001,99.90950000000169
4667,啾,19,0.0001,99.91460000000185
4668,掮,19,0.0001,99.91500000000187
4669,榛,19,0.0001,99.91510000000187
4670,硷,19,0.0001,99.91570000000189
4671,钼,19,0.0001,99.91540000000188
4672,荸,19,0.0001,99.91550000000188
4673,颀,19,0.0001,99.91670000000192
4674,磐,19,0.0001,99.91560000000189
4675,鹑,19,0.0001,99.91490000000186
4676,诩,19,0.0001,99.9158000000019
4677,柩,19,0.0001,99.9159000000019
4678,黢,19,0.0001,99.9161000000019
4679,俪,19,0.0001,99.91620000000191
4680,饪,19,0.0001,99.91630000000191
4681,姘,19,0.0001,99.91640000000191
4682,艄,19,0.0001,99.91650000000192
4683,苕,19,0.0001,99.9160000000019
4684,箸,19,0.0001,99.91680000000193
4685,攸,19,0.0001,99.91660000000192
4686,佘,19,0.0001,99.91530000000188
4687,挲,19,0.0001,99.91380000000183
4688,矽,19,0.0001,99.91470000000186
4689,瓒,19,0.0001,99.9131000000018
4690,孳,19,0.0001,99.9129000000018
4691,，,19,0.0001,99.91320000000181
4692,璐,19,0.0001,99.91330000000181
4693,翦,19,0.0001,99.91340000000181
4694,杵,19,0.0001,99.91350000000182
4695,桀,19,0.0001,99.91360000000182
4696,茏,19,0.0001,99.91370000000182
4697,谵,19,0.0001,99.91400000000183
4698,妍,19,0.0001,99.91480000000186
4699,檄,19,0.0001,99.91520000000187
4700,暹,19,0.0001,99.91390000000183
4701,镕,19,0.0001,99.9130000000018
4702,纣,19,0.0001,99.91410000000184
4703,鲷,19,0.0001,99.91420000000184
4704,忻,19,0.0001,99.91430000000184
4705,醺,19,0.0001,99.91440000000185
4706,婺,19,0.0001,99.91450000000185
4707,潍,18,0.0001,99.919100000002
4708,潞,18,0.0001,99.91920000000201
4709,吡,18,0.0001,99.91930000000201
4710,碣,18,0.0001,99.91870000000199
4711,郗,18,0.0001,99.91940000000201
4712,骰,18,0.0001,99.91950000000202
4713,鳊,18,0.0001,99.92010000000204
4714,岫,18,0.0001,99.91960000000202
4715,笸,18,0.0001,99.919000000002
4716,汴,18,0.0001,99.91980000000203
4717,忸,18,0.0001,99.91990000000203
4718,珲,18,0.0001,99.92030000000204
4719,蕙,18,0.0001,99.92090000000206
4720,怩,18,0.0001,99.92080000000206
4721,鹞,18,0.0001,99.92070000000206
4722,槃,18,0.0001,99.92060000000205
4723,墒,18,0.0001,99.92050000000205
4724,咝,18,0.0001,99.92040000000205
4725,崑,18,0.0001,99.92000000000203
4726,濯,18,0.0001,99.92020000000204
4727,×,18,0.0001,99.91970000000202
4728,褓,18,0.0001,99.91860000000199
4729,襁,18,0.0001,99.91780000000196
4730,峒,18,0.0001,99.91750000000195
4731,濠,18,0.0001,99.91770000000196
4732,腓,18,0.0001,99.91740000000195
4733,脒,18,0.0001,99.91730000000194
4734,耆,18,0.0001,99.91720000000194
4735,谄,18,0.0001,99.91710000000194
4736,馊,18,0.0001,99.91700000000193
4737,咻,18,0.0001,99.91690000000193
4738,鳔,18,0.0001,99.91760000000195
4739,凫,18,0.0001,99.91790000000196
4740,柽,18,0.0001,99.91800000000197
4741,犸,18,0.0001,99.91810000000197
4742,爿,18,0.0001,99.91820000000197
4743,巳,18,0.0001,99.91830000000198
4744,驸,18,0.0001,99.91840000000198
4745,俵,18,0.0001,99.918900000002
4746,邈,18,0.0001,99.91850000000198
4747,羿,18,0.0001,99.918800000002
4748,熜,17,0.0001,99.92100000000207
4749,恫,17,0.0001,99.92110000000207
4750,椴,17,0.0001,99.92120000000207
4751,蠖,17,0.0001,99.92130000000208
4752,铤,17,0.0001,99.92140000000208
4753,澹,17,0.0001,99.92390000000216
4754,捱,17,0.0001,99.92280000000213
4755,唿,17,0.0001,99.92340000000215
4756,鱇,17,0.0001,99.92470000000219
4757,鮟,17,0.0001,99.92150000000208
4758,嫖,17,0.0001,99.92400000000217
4759,龊,17,0.0001,99.92360000000215
4760,啐,17,0.0001,99.92410000000217
4761,莞,17,0.0001,99.92420000000217
4762,钒,17,0.0001,99.92430000000218
4763,汶,17,0.0001,99.92440000000218
4764,嚯,17,0.0001,99.9248000000022
4765,偃,17,0.0001,99.92540000000221
4766,娲,17,0.0001,99.92530000000221
4767,煊,17,0.0001,99.9252000000022
4768,蔻,17,0.0001,99.9251000000022
4769,渚,17,0.0001,99.92450000000218
4770,遛,17,0.0001,99.9249000000022
4771,赅,17,0.0001,99.9250000000022
4772,蛴,17,0.0001,99.92460000000219
4773,螬,17,0.0001,99.92380000000216
4774,茯,17,0.0001,99.92240000000211
4775,帼,17,0.0001,99.92170000000209
4776,鎯,17,0.0001,99.9218000000021
4777,仞,17,0.0001,99.9219000000021
4778,剜,17,0.0001,99.9220000000021
4779,炷,17,0.0001,99.9221000000021
4780,煨,17,0.0001,99.9222000000021
4781,棣,17,0.0001,99.92230000000211
4782,迺,17,0.0001,99.92350000000215
4783,湟,17,0.0001,99.92250000000212
4784,、,17,0.0001,99.92160000000209
4785,籼,17,0.0001,99.92260000000212
4786,畿,17,0.0001,99.92270000000212
4787,稗,17,0.0001,99.92370000000216
4788,鲲,17,0.0001,99.92290000000213
4789,笞,17,0.0001,99.92300000000213
4790,爰,17,0.0001,99.92310000000214
4791,碲,17,0.0001,99.92320000000214
4792,蹚,17,0.0001,99.92330000000214
4793,舫,16,0.0001,99.92840000000231
4794,聒,16,0.0001,99.92960000000235
4795,龌,16,0.0001,99.92850000000232
4796,茗,16,0.0001,99.9281000000023
4797,葳,16,0.0001,99.92860000000232
4798,藜,16,0.0001,99.92870000000232
4799,哔,16,0.0001,99.92880000000233
4800,棂,16,0.0001,99.92890000000233
4801,忾,16,0.0001,99.92900000000233
4802,钰,16,0.0001,99.92910000000234
4803,埕,16,0.0001,99.92920000000234
4804,沤,16,0.0001,99.92930000000234
4805,桡,16,0.0001,99.92940000000235
4806,蓖,16,0.0001,99.92990000000236
4807,飚,16,0.0001,99.93070000000239
4808,沔,16,0.0001,99.93060000000239
4809,焙,16,0.0001,99.93050000000238
4810,莘,16,0.0001,99.93040000000238
4811,缙,16,0.0001,99.93030000000238
4812,鹂,16,0.0001,99.93020000000237
4813,垧,16,0.0001,99.92950000000235
4814,癯,16,0.0001,99.93000000000237
4815,皈,16,0.0001,99.92980000000236
4816,锃,16,0.0001,99.93010000000237
4817,唁,16,0.0001,99.92970000000236
4818,栀,16,0.0001,99.93080000000239
4819,璨,16,0.0001,99.92830000000231
4820,q,16,0.0001,99.9279000000023
4821,玷,16,0.0001,99.92660000000225
4822,畈,16,0.0001,99.9282000000023
4823,烩,16,0.0001,99.92670000000226
4824,靛,16,0.0001,99.92620000000224
4825,斛,16,0.0001,99.92610000000224
4826,轭,16,0.0001,99.92560000000222
4827,戕,16,0.0001,99.92590000000223
4828,祐,16,0.0001,99.92570000000222
4829,衩,16,0.0001,99.92600000000223
4830,徜,16,0.0001,99.92550000000222
4831,涞,16,0.0001,99.92580000000223
4832,绔,16,0.0001,99.92640000000225
4833,璎,16,0.0001,99.92680000000226
4834,钚,16,0.0001,99.92690000000226
4835,砭,16,0.0001,99.92700000000227
4836,碛,16,0.0001,99.92710000000227
4837,獾,16,0.0001,99.92720000000227
4838,嗄,16,0.0001,99.92730000000228
4839,夙,16,0.0001,99.92740000000228
4840,闿,16,0.0001,99.92750000000228
4841,箧,16,0.0001,99.9280000000023
4842,铰,16,0.0001,99.92760000000229
4843,氚,16,0.0001,99.92650000000225
4844,嵋,16,0.0001,99.92770000000229
4845,骊,16,0.0001,99.92780000000229
4846,圪,16,0.0001,99.92630000000224
4847,啉,15,0.0001,99.93320000000247
4848,淇,15,0.0001,99.93330000000248
4849,讣,15,0.0001,99.93340000000248
4850,犍,15,0.0001,99.93350000000248
4851,闾,15,0.0001,99.93360000000249
4852,旃,15,0.0001,99.93370000000249
4853,彧,15,0.0001,99.93280000000246
4854,嘌,15,0.0001,99.93380000000249
4855,糍,15,0.0001,99.9339000000025
4856,摁,15,0.0001,99.93500000000253
4857,橼,15,0.0001,99.9340000000025
4858,噫,15,0.0001,99.93300000000247
4859,鸵,15,0.0001,99.9342000000025
4860,骧,15,0.0001,99.93430000000251
4861,泅,15,0.0001,99.93440000000251
4862,伧,15,0.0001,99.93450000000252
4863,铱,15,0.0001,99.93460000000252
4864,皴,15,0.0001,99.93470000000252
4865,榘,15,0.0001,99.93480000000253
4866,谡,15,0.0001,99.93490000000253
4867,佗,15,0.0001,99.9341000000025
4868,胤,15,0.0001,99.93270000000246
4869,鹌,15,0.0001,99.93170000000242
4870,佻,15,0.0001,99.93150000000242
4871,潸,15,0.0001,99.93310000000247
4872,鲈,15,0.0001,99.93180000000243
4873,砺,15,0.0001,99.93510000000254
4874,耒,15,0.0001,99.93130000000241
4875,韪,15,0.0001,99.9312000000024
4876,孱,15,0.0001,99.9311000000024
4877,璠,15,0.0001,99.9310000000024
4878,倜,15,0.0001,99.9309000000024
4879,Ｋ,15,0.0001,99.93140000000241
4880,葺,15,0.0001,99.93190000000243
4881,螫,15,0.0001,99.93200000000243
4882,飙,15,0.0001,99.93210000000244
4883,罄,15,0.0001,99.93220000000244
4884,帏,15,0.0001,99.93290000000246
4885,崂,15,0.0001,99.93230000000244
4886,铧,15,0.0001,99.93160000000242
4887,喑,15,0.0001,99.93240000000245
4888,嘣,15,0.0001,99.93250000000245
4889,慵,15,0.0001,99.93260000000245
4890,趸,14,0.0001,99.93640000000258
4891,酐,14,0.0001,99.93760000000262
4892,焖,14,0.0001,99.93750000000261
4893,胝,14,0.0001,99.94030000000271
4894,鳝,14,0.0001,99.93740000000261
4895,肓,14,0.0001,99.94050000000271
4896,鸶,14,0.0001,99.93730000000261
4897,撸,14,0.0001,99.9372000000026
4898,鲻,14,0.0001,99.9371000000026
4899,炘,14,0.0001,99.9370000000026
4900,镞,14,0.0001,99.9369000000026
4901,赧,14,0.0001,99.93680000000259
4902,謇,14,0.0001,99.93670000000259
4903,弈,14,0.0001,99.93520000000254
4904,嘤,14,0.0001,99.93650000000258
4905,媵,14,0.0001,99.93770000000262
4906,鹘,14,0.0001,99.93630000000257
4907,鹬,14,0.0001,99.93620000000257
4908,霁,14,0.0001,99.93610000000257
4909,跶,14,0.0001,99.93600000000257
4910,绶,14,0.0001,99.93590000000256
4911,蛉,14,0.0001,99.93580000000256
4912,鼹,14,0.0001,99.93570000000256
4913,幂,14,0.0001,99.93560000000255
4914,贰,14,0.0001,99.93550000000255
4915,祜,14,0.0001,99.93540000000255
4916,衽,14,0.0001,99.93530000000254
4917,唦,14,0.0001,99.93900000000266
4918,罂,14,0.0001,99.93920000000267
4919,蓼,14,0.0001,99.93660000000258
4920,苋,14,0.0001,99.9402000000027
4921,徉,14,0.0001,99.9401000000027
4922,羯,14,0.0001,99.9400000000027
4923,胴,14,0.0001,99.9399000000027
4924,氤,14,0.0001,99.93980000000269
4925,霑,14,0.0001,99.93970000000269
4926,炀,14,0.0001,99.93960000000268
4927,晁,14,0.0001,99.93950000000268
4928,芪,14,0.0001,99.93940000000268
4929,骅,14,0.0001,99.93930000000267
4930,屙,14,0.0001,99.93780000000262
4931,箓,14,0.0001,99.93910000000267
4932,氲,14,0.0001,99.94040000000271
4933,逅,14,0.0001,99.93890000000266
4934,邂,14,0.0001,99.93880000000266
4935,觐,14,0.0001,99.93870000000265
4936,蛳,14,0.0001,99.93860000000265
4937,缜,14,0.0001,99.93850000000265
4938,茴,14,0.0001,99.93840000000264
4939,陂,14,0.0001,99.93830000000264
4940,蜊,14,0.0001,99.93820000000264
4941,钿,14,0.0001,99.93810000000263
4942,鬻,14,0.0001,99.93800000000263
4943,剐,14,0.0001,99.93790000000263
4944,诌,13,0.0001,99.9432000000028
4945,妁,13,0.0001,99.94450000000285
4946,壹,13,0.0001,99.9459000000029
4947,砒,13,0.0001,99.94430000000284
4948,钏,13,0.0001,99.94420000000284
4949,搧,13,0.0001,99.94410000000283
4950,吋,13,0.0001,99.94400000000283
4951,菟,13,0.0001,99.94390000000283
4952,芗,13,0.0001,99.94380000000282
4953,暧,13,0.0001,99.94370000000282
4954,黧,13,0.0001,99.94360000000282
4955,呣,13,0.0001,99.94350000000281
4956,晗,13,0.0001,99.94340000000281
4957,骠,13,0.0001,99.94330000000281
4958,浣,13,0.0001,99.94120000000274
4959,痫,13,0.0001,99.94470000000285
4960,弁,13,0.0001,99.94480000000286
4961,哞,13,0.0001,99.94490000000286
4962,淖,13,0.0001,99.94500000000286
4963,衮,13,0.0001,99.94510000000287
4964,璟,13,0.0001,99.94520000000287
4965,邳,13,0.0001,99.94530000000287
4966,昊,13,0.0001,99.94540000000288
4967,渥,13,0.0001,99.94550000000288
4968,褡,13,0.0001,99.94560000000288
4969,趿,13,0.0001,99.94570000000289
4970,钹,13,0.0001,99.94460000000285
4971,莴,13,0.0001,99.94440000000284
4972,鲀,13,0.0001,99.94080000000272
4973,蹰,13,0.0001,99.94070000000272
4974,崃,13,0.0001,99.94090000000273
4975,娌,13,0.0001,99.94100000000273
4976,妯,13,0.0001,99.94110000000273
4977,龇,13,0.0001,99.9462000000029
4978,銮,13,0.0001,99.94130000000274
4979,钤,13,0.0001,99.94580000000289
4980,脲,13,0.0001,99.94140000000274
4981,鲵,13,0.0001,99.94150000000275
4982,肄,13,0.0001,99.94160000000275
4983,窨,13,0.0001,99.94170000000275
4984,痱,13,0.0001,99.9431000000028
4985,贲,13,0.0001,99.94190000000276
4986,─,13,0.0001,99.94060000000272
4987,胼,13,0.0001,99.94200000000276
4988,鲂,13,0.0001,99.94210000000277
4989,p,13,0.0001,99.94220000000277
4990,铌,13,0.0001,99.94230000000277
4991,菽,13,0.0001,99.94240000000278
4992,谗,13,0.0001,99.94250000000278
4993,坌,13,0.0001,99.94260000000278
4994,祇,13,0.0001,99.94270000000279
4995,鱿,13,0.0001,99.94280000000279
4996,葩,13,0.0001,99.9429000000028
4997,镟,13,0.0001,99.9430000000028
4998,幄,13,0.0001,99.94180000000276
4999,蒴,13,0.0001,99.9461000000029
5000,罅,13,0.0001,99.94700000000293
5001,珙,13,0.0001,99.94690000000293
5002,嵇,13,0.0001,99.94680000000292
5003,酊,13,0.0001,99.94670000000292
5004,貉,13,0.0001,99.94660000000292
5005,谶,13,0.0001,99.94650000000291
5006,陉,13,0.0001,99.94640000000291
5007,淬,13,0.0001,99.9460000000029
5008,惇,13,0.0001,99.9463000000029
5009,卟,13,0.0001,99.94710000000293
5010,猞,12,0.0001,99.95010000000303
5011,邺,12,0.0001,99.95020000000304
5012,滹,12,0.0001,99.95030000000304
5013,翳,12,0.0001,99.95040000000304
5014,瘙,12,0.0001,99.95050000000305
5015,疔,12,0.0001,99.95060000000305
5016,阚,12,0.0001,99.95070000000305
5017,髁,12,0.0001,99.95080000000306
5018,蓊,12,0.0001,99.95100000000306
5019,莅,12,0.0001,99.95110000000307
5020,傩,12,0.0001,99.95120000000307
5021,谀,12,0.0001,99.95130000000307
5022,蔸,12,0.0001,99.9521000000031
5023,夯,12,0.0001,99.9523000000031
5024,癔,12,0.0001,99.95000000000303
5025,馀,12,0.0001,99.94990000000303
5026,犒,12,0.0001,99.94970000000302
5027,氙,12,0.0001,99.94980000000302
5028,馔,12,0.0001,99.95190000000309
5029,缢,12,0.0001,99.94960000000302
5030,辎,12,0.0001,99.94950000000301
5031,讧,12,0.0001,99.94940000000301
5032,挈,12,0.0001,99.949300000003
5033,嗪,12,0.0001,99.949200000003
5034,簖,12,0.0001,99.949100000003
5035,嵴,12,0.0001,99.94830000000297
5036,珂,12,0.0001,99.948900000003
5037,滂,12,0.0001,99.94870000000299
5038,铷,12,0.0001,99.94850000000298
5039,孓,12,0.0001,99.94810000000297
5040,穑,12,0.0001,99.94730000000294
